site,area,plot_type,plot_ID,latitude,longitude,easting,northing,measurement_date,time,landscape_position,chamber_type,flux_CO2,flux_CH4,instrument,date,FCO2,FCH4,inundated,standing_water_depth,soil_temp_10_cm,soil_temp_15_cm,soil_temp_20_cm,air_temp,thawdepth,VWC,Ka
CN_MM71,CN_MM71_EC,EC,EC_6,64.86201,-163.70172,561535,7193707,2018-06-22,17:05,upland,Trns,-1.158,0.259,LGR,2018-06-22 17:05:00,-1.3896e-05,3.108e-09,N,0,0.8,NA,-0.2,14.2,80,26.4,14.2
CN_MM71,CN_MM71_EC,EC,EC_6,64.86201,-163.70172,561535,7193707,2018-06-22,17:05,upland,Opq,1.386,0.301,LGR,2018-06-22 17:05:00,1.6632e-05,3.612e-09,N,0,0.8,NA,-0.2,14.2,80,26.4,14.2
CN_MM71,CN_MM71_EC,EC,EC_7,64.86172,-163.70218,561514,7193674,2018-06-22,17:52,upland,Opq,0.976,0.516,LGR,2018-06-22 17:52:00,1.1712e-05,6.192e-09,N,0,2.4,NA,0.1,14.1,15,74.5,52.7
CN_MM71,CN_MM71_EC,EC,EC_7,64.86172,-163.70218,561514,7193674,2018-06-22,17:52,upland,Trns,-0.252,0.668,LGR,2018-06-22 17:52:00,-3.024e-06,8.016e-09,N,0,2.4,NA,0.1,14.1,15,74.5,52.7
CN_MM71,CN_MM71_EC,EC,EC_8,64.86195,-163.70198,561523,7193700,2018-06-22,18:00,upland,Opq,0.96,0.484,LGR,2018-06-22 18:00:00,1.152e-05,5.808e-09,N,0,1.1,NA,0,14.1,14,72.5,50.3
CN_MM71,CN_MM71_EC,EC,EC_8,64.86195,-163.70198,561523,7193700,2018-06-22,17:48,upland,Trns,-0.968,0.559,LGR,2018-06-22 17:48:00,-1.1616e-05,6.708e-09,N,0,1.1,NA,0,14.1,14,72.5,50.3
CN_MM71,CN_MM71_EC,EC,EC_9,64.861537,-163.702015,561522,7193654,2018-06-22,18:03,lowland,Trns,0.013,51.395,LGR,2018-06-22 18:03:00,1.56e-07,6.1674e-07,Y,9,8.1,NA,5,14.1,80,77.1,55.9
CN_MM71,CN_MM71_EC,EC,EC_9,64.861537,-163.702015,561522,7193654,2018-06-22,18:03,lowland,Opq,1.682,48.582,LGR,2018-06-22 18:03:00,2.0184e-05,5.82984e-07,Y,9,8.1,NA,5,14.1,80,77.1,55.9
CN_MM71,CN_MM71_MW,MW,MW_C,64.860663,-163.700755,561584,7193558,2018-06-22,12:00,upland,Trns,-2.043,0.465,LGR,2018-06-22 12:00:00,-2.4516e-05,5.58e-09,N,0,6.5,NA,1.1,12.3,28,38.1,24.2
CN_MM71,CN_MM71_MW,MW,MW_C,64.860663,-163.700755,561584,7193558,2018-06-22,12:00,upland,Opq,0.851,0.184,LGR,2018-06-22 12:00:00,1.0212e-05,2.208e-09,N,0,6.5,NA,1.1,12.3,28,38.1,24.2
CN_MM71,CN_MM71_MW,MW,MW_D,64.860695,-163.700762,561583,7193562,2018-06-22,11:51,upland,Opq,0.585,0.052,LGR,2018-06-22 11:51:00,7.02e-06,6.24e-10,N,0,1.1,NA,-0.3,12.3,15,27.1,13.8
CN_MM71,CN_MM71_MW,MW,MW_E,64.860823,-163.700318,561604,7193576,2018-06-22,13:00,lowland,Opq,0.933,115.56,LGR,2018-06-22 13:00:00,1.1196e-05,1.38672e-06,Y,3,10.4,NA,8.1,12.5,80,87.7,69.1
CN_MM71,CN_MM71_MW,MW,MW_E,64.860823,-163.700318,561604,7193576,2018-06-22,13:00,lowland,Trns,-0.158,109.451,LGR,2018-06-22 13:00:00,-1.896e-06,1.313412e-06,Y,3,10.4,NA,8.1,12.5,80,87.7,69.1
CN_MM71,CN_MM71_MW,MW,MW_F,64.860792,-163.701118,561566,7193572,2018-06-22,11:15,upland,Trns,-1.866,0.303,LGR,2018-06-22 11:15:00,-2.2392e-05,3.636e-09,N,0,5,NA,-0.3,12.1,20,17.5,8.9
CN_MM71,CN_MM71_MW,MW,MW_F,64.860792,-163.701118,561566,7193572,2018-06-22,11:15,upland,Opq,1.173,0.225,LGR,2018-06-22 11:15:00,1.4076e-05,2.7e-09,N,0,5,NA,-0.3,12.1,20,17.5,8.9
CN_MM71,CN_MM71_MW,MW,MW_G,64.860792,-163.701112,561566,7193572,2018-06-22,11:25,upland,Trns,-0.431,0.213,LGR,2018-06-22 11:25:00,-5.172e-06,2.556e-09,N,0,4,NA,-0.2,11.6,21,49.1,31.6
CN_MM71,CN_MM71_MW,MW,MW_G,64.860792,-163.701112,561566,7193572,2018-06-22,11:25,upland,Opq,0.569,0.234,LGR,2018-06-22 11:25:00,6.828e-06,2.808e-09,N,0,4,NA,-0.2,11.6,21,49.1,31.6
CN_MM71,CN_MM71_MW,MW,MW_H,64.860918,-163.69998,561620,7193587,2018-06-22,13:20,lowland,Opq,1.101,110.05,LGR,2018-06-22 13:20:00,1.3212e-05,1.3206e-06,Y,8,9.4,NA,7.6,12.5,80,84.5,65
CN_MM71,CN_MM71_MW,MW,MW_H,64.860918,-163.69998,561620,7193587,2018-06-22,13:20,lowland,Trns,-0.472,119.097,LGR,2018-06-22 13:20:00,-5.664e-06,1.429164e-06,Y,8,9.4,NA,7.6,12.5,80,84.5,65
CN_MM71,CN_MM71_MW,MW,MW_I,64.86036,-163.700287,561607,7193525,2018-06-22,12:40,upland,Trns,-1.473,1.153,LGR,2018-06-22 12:40:00,-1.7676e-05,1.3836e-08,N,0,1.5,NA,0,12.5,10,48,30.7
CN_MM71,CN_MM71_MW,MW,MW_I,64.86036,-163.700287,561607,7193525,2018-06-22,12:40,upland,Opq,0.608,0.632,LGR,2018-06-22 12:40:00,7.296e-06,7.584e-09,N,0,1.5,NA,0,12.5,10,48,30.7
CN_MM71,CN_MM71_MW,MW,MW_J,64.860387,-163.700453,561599,7193528,2018-06-22,12:29,upland,Trns,-1.155,1.175,LGR,2018-06-22 12:29:00,-1.386e-05,1.41e-08,N,0,1.3,NA,-0.2,12.5,17,60.5,38.2
CN_MM71,CN_MM71_MW,MW,MW_J,64.860387,-163.700453,561599,7193528,2018-06-22,12:29,upland,Opq,0.675,1.75,LGR,2018-06-22 12:29:00,8.1e-06,2.1e-08,N,0,1.3,NA,-0.2,12.5,17,60.5,38.2
CN_MM71,CN_MM71_EC,EC,EC_1,64.86172,-163.70102,561569,7193676,2018-07-18,15:23,upland,Opq,1.093,0.5,LGR,2018-07-18 15:23:00,1.3116e-05,6e-09,N,0,NA,NA,NA,11.2,NA,NA,NA
CN_MM71,CN_MM71_EC,EC,EC_2,64.86169,-163.7012,561560,7193672,2018-07-18,15:07,upland,Opq,1.598,0.869,LGR,2018-07-18 15:07:00,1.9176e-05,1.0428e-08,N,0,NA,NA,NA,11.2,NA,NA,NA
CN_MM71,CN_MM71_EC,EC,EC_3,64.86176,-163.70117,561561,7193680,2018-07-18,15:32,lowland,Opq,1.343,21.241,LGR,2018-07-18 15:32:00,1.6116e-05,2.54892e-07,N,0,NA,NA,NA,11.2,NA,NA,NA
CN_MM71,CN_MM71_EC,EC,EC_4,64.86176,-163.70157,561543,7193679,2018-07-18,16:18,lowland,Opq,1.525,165.373,LGR,2018-07-18 16:18:00,1.83e-05,1.984476e-06,N,0,8.6,NA,7.3,11.2,80,NA,NA
CN_MM71,CN_MM71_EC,EC,EC_5,64.86208,-163.7016,561540,7193715,2018-07-18,15:49,upland,Opq,0.991,0.575,LGR,2018-07-18 15:49:00,1.1892e-05,6.9e-09,N,0,4.9,NA,3.2,11.2,54,NA,NA
CN_MM71,CN_MM71_EC,EC,EC_6,64.86201,-163.70172,561535,7193707,2018-07-18,15:59,upland,Opq,0.781,0.697,LGR,2018-07-18 15:59:00,9.372e-06,8.364e-09,N,0,7.7,NA,2.8,11.2,43,NA,NA
CN_MM71,CN_MM71_EC,EC,EC_7,64.86172,-163.70218,561514,7193674,2018-07-18,17:01,upland,Opq,0.831,2.369,LGR,2018-07-18 17:01:00,9.972e-06,2.8428e-08,N,0,6.5,NA,4,11.2,63,NA,NA
CN_MM71,CN_MM71_EC,EC,EC_8,64.86195,-163.70198,561523,7193700,2018-07-18,16:41,upland,Opq,0.545,17.368,LGR,2018-07-18 16:41:00,6.54e-06,2.08416e-07,Y,4,6.4,NA,4.7,11.2,57,NA,NA
CN_MM71,CN_MM71_EC,EC,EC_9,64.861537,-163.702015,561522,7193654,2018-07-18,16:53,lowland,Opq,1.887,56.14,LGR,2018-07-18 16:53:00,2.2644e-05,6.7368e-07,N,0,7.8,NA,6.1,11.2,79,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_1,64.85995,-163.70358,561451,7193476,2018-08-31,13:38,upland,Opq,1.463,0.236,LGR,2018-08-31 13:38:00,1.7556e-05,2.832e-09,N,0,4.3,NA,2.8,11.6,46,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_10,64.85963,-163.69995,561624,7193444,2018-08-31,15:13,upland,Trns,0.09,-1.07,LGR,2018-08-31 15:13:00,1.08e-06,-1.284e-08,N,0,5,NA,4.6,11.6,55,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_10,64.85963,-163.69995,561624,7193444,2018-08-31,15:13,upland,Opq,1.16,-0.911,LGR,2018-08-31 15:13:00,1.392e-05,-1.0932e-08,N,0,5,NA,4.6,11.6,55,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_11,64.85941,-163.70348,561457,7193416,2018-08-31,15:23,slope,Opq,2.16,288.804,LGR,2018-08-31 15:23:00,2.592e-05,3.465648e-06,Y,12,8.3,NA,8.6,11.6,80,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_11,64.85941,-163.70348,561457,7193416,2018-08-31,15:23,slope,Trns,-0.463,342.914,LGR,2018-08-31 15:23:00,-5.556e-06,4.114968e-06,Y,12,8.3,NA,8.6,11.6,80,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_12,64.85974,-163.69836,561699,7193458,2018-08-31,15:40,lowland,Opq,2.834,15.136,LGR,2018-08-31 15:40:00,3.4008e-05,1.81632e-07,N,0,7.6,NA,6.9,11.6,67,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_12,64.85974,-163.69836,561699,7193458,2018-08-31,15:40,lowland,Trns,-0.845,17.796,LGR,2018-08-31 15:40:00,-1.014e-05,2.13552e-07,N,0,7.6,NA,6.9,11.6,67,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_13,64.8597,-163.70341,561460,7193448,2018-08-31,15:54,upland,Opq,1.364,151.578,LGR,2018-08-31 15:54:00,1.6368e-05,1.818936e-06,Y,13,9.1,NA,7.8,11.6,80,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_13,64.8597,-163.70341,561460,7193448,2018-08-31,15:54,upland,Trns,-0.235,155.474,LGR,2018-08-31 15:54:00,-2.82e-06,1.865688e-06,Y,13,9.1,NA,7.8,11.6,80,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_14,64.86012,-163.69757,561736,7193501,2018-08-31,16:09,upland,Trns,0.227,-0.32,LGR,2018-08-31 16:09:00,2.724e-06,-3.84e-09,N,0,6.7,NA,6,11.6,69,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_14,64.86012,-163.69757,561736,7193501,2018-08-31,16:09,upland,Opq,1.508,-0.266,LGR,2018-08-31 16:09:00,1.8096e-05,-3.192e-09,N,0,6.7,NA,6,11.6,69,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_15,64.85999,-163.69698,561764,7193487,2018-08-31,16:22,upland,Trns,0.083,713.323,LGR,2018-08-31 16:22:00,9.96e-07,8.559876e-06,N,0,6.3,NA,5,11.6,67,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_15,64.85999,-163.69698,561764,7193487,2018-08-31,16:22,upland,Opq,2.958,758.224,LGR,2018-08-31 16:22:00,3.5496e-05,9.098688e-06,N,0,6.3,NA,5,11.6,67,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_16,64.85915,-163.69208,561998,7193398,2018-08-31,12:52,slope,Opq,2.592,3.123,LGR,2018-08-31 12:52:00,3.1104e-05,3.7476e-08,N,0,4.5,NA,3.3,11.6,52,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_16,64.85915,-163.69208,561998,7193398,2018-08-31,12:52,slope,Trns,-0.293,2.706,LGR,2018-08-31 12:52:00,-3.516e-06,3.2472e-08,N,0,4.5,NA,3.3,11.6,52,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_17,64.85904,-163.69142,562030,7193386,2018-08-31,12:34,lowland,Trns,-0.253,-0.561,LGR,2018-08-31 12:34:00,-3.036e-06,-6.732e-09,N,0,5.5,NA,4.8,11.6,49,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_17,64.85904,-163.69142,562030,7193386,2018-08-31,12:34,lowland,Opq,2.306,-0.121,LGR,2018-08-31 12:34:00,2.7672e-05,-1.452e-09,N,0,5.5,NA,4.8,11.6,49,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_18,64.85911,-163.69101,562049,7193395,2018-08-31,12:22,upland,Opq,0.857,-0.451,LGR,2018-08-31 12:22:00,1.0284e-05,-5.412e-09,N,0,4.2,NA,3.7,11.6,52,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_18,64.85911,-163.69101,562049,7193395,2018-08-31,12:22,upland,Trns,0.33,-0.427,LGR,2018-08-31 12:22:00,3.96e-06,-5.124e-09,N,0,4.2,NA,3.7,11.6,52,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_19,64.85921,-163.69075,562061,7193406,2018-08-31,12:06,slope,Trns,-0.411,-0.298,LGR,2018-08-31 12:06:00,-4.932e-06,-3.576e-09,N,0,8.2,NA,8.2,11.6,61,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_19,64.85921,-163.69075,562061,7193406,2018-08-31,12:06,slope,Opq,1.101,0.267,LGR,2018-08-31 12:06:00,1.3212e-05,3.204e-09,N,0,8.2,NA,8.2,11.6,61,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_2,64.85983,-163.70351,561455,7193463,2018-08-31,13:55,slope,Trns,0.287,4.472,LGR,2018-08-31 13:55:00,3.444e-06,5.3664e-08,N,0,4.6,NA,3.3,11.6,52,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_2,64.85983,-163.70351,561455,7193463,2018-08-31,13:55,slope,Opq,1.001,5.033,LGR,2018-08-31 13:55:00,1.2012e-05,6.0396e-08,N,0,4.6,NA,3.3,11.6,52,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_20,64.85937,-163.69061,562067,7193424,2018-08-31,11:45,lowland,Trns,1.969,-54.169,LGR,2018-08-31 11:45:00,2.3628e-05,-6.50028e-07,Y,4,8.9,NA,9.2,11.6,80,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_20,64.85937,-163.69061,562067,7193424,2018-08-31,11:45,lowland,Opq,2.154,127.735,LGR,2018-08-31 11:45:00,2.5848e-05,1.53282e-06,Y,4,8.9,NA,9.2,11.6,80,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_3,64.86009,-163.69769,561730,7193497,2018-08-31,14:09,lowland,Trns,-0.789,146.398,LGR,2018-08-31 14:09:00,-9.468e-06,1.756776e-06,N,0,6.1,NA,7.3,11.6,80,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_3,64.86009,-163.69769,561730,7193497,2018-08-31,14:09,lowland,Opq,2.385,141.075,LGR,2018-08-31 14:09:00,2.862e-05,1.6929e-06,N,0,6.1,NA,7.3,11.6,80,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_4,64.85978,-163.69829,561702,7193462,2018-08-31,14:26,upland,Trns,-0.067,98.496,LGR,2018-08-31 14:26:00,-8.04e-07,1.181952e-06,Y,4,7.8,NA,7.8,11.6,80,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_4,64.85978,-163.69829,561702,7193462,2018-08-31,14:26,upland,Opq,1.311,43.42,LGR,2018-08-31 14:26:00,1.5732e-05,5.2104e-07,Y,4,7.8,NA,7.8,11.6,80,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_6,64.85941,-163.70335,561464,7193416,2018-08-31,14:45,lowland,Trns,2.49,0.632,LGR,2018-08-31 14:45:00,2.988e-05,7.584e-09,N,0,6.3,NA,5.6,11.6,65,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_6,64.85941,-163.70335,561464,7193416,2018-08-31,14:45,lowland,Opq,1.832,-0.229,LGR,2018-08-31 14:45:00,2.1984e-05,-2.748e-09,N,0,6.3,NA,5.6,11.6,65,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_9,64.85976,-163.70061,561593,7193458,2018-08-31,15:02,upland,Trns,-0.246,2.12,LGR,2018-08-31 15:02:00,-2.952e-06,2.544e-08,N,0,4.8,NA,4.3,11.6,60,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_9,64.85976,-163.70061,561593,7193458,2018-08-31,15:02,upland,Opq,0.727,3.384,LGR,2018-08-31 15:02:00,8.724e-06,4.0608e-08,N,0,4.8,NA,4.3,11.6,60,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_1,64.85995,-163.70358,561451,7193476,2018-07-19,13:35,upland,Opq,2.096,-0.2,Pic,2018-07-19 13:35:00,2.5152e-05,-2.4e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_10,64.85963,-163.69995,561624,7193444,2018-07-19,16:03,upland,Opq,0.914,-1.002,Pic,2018-07-19 16:03:00,1.0968e-05,-1.2024e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_11,64.85941,-163.70348,561457,7193416,2018-07-19,16:29,slope,Opq,1.907,384.473,Pic,2018-07-19 16:29:00,2.2884e-05,4.613676e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_12,64.85974,-163.69836,561699,7193458,2018-07-19,16:48,lowland,Opq,1.652,5.335,Pic,2018-07-19 16:48:00,1.9824e-05,6.402e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_13,64.8597,-163.70341,561460,7193448,2018-07-19,17:07,upland,Opq,2.634,367.676,Pic,2018-07-19 17:07:00,3.1608e-05,4.412112e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_14,64.86012,-163.69757,561736,7193501,2018-07-19,17:24,upland,Opq,1.009,-0.898,Pic,2018-07-19 17:24:00,1.2108e-05,-1.0776e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_15,64.85999,-163.69698,561764,7193487,2018-07-19,17:39,upland,Opq,1.741,17.002,Pic,2018-07-19 17:39:00,2.0892e-05,2.04024e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_16,64.85915,-163.69208,561998,7193398,2018-07-20,12:33,slope,Opq,0.371,0.118,Pic,2018-07-20 12:33:00,4.452e-06,1.416e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_17,64.85904,-163.69142,562030,7193386,2018-07-20,12:21,lowland,Opq,1.822,0.679,Pic,2018-07-20 12:21:00,2.1864e-05,8.148e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_18,64.85911,-163.69101,562049,7193395,2018-07-20,12:01,upland,Opq,1.554,0.881,Pic,2018-07-20 12:01:00,1.8648e-05,1.0572e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_19,64.85921,-163.69075,562061,7193406,2018-07-20,11:49,slope,Opq,1.194,-0.348,Pic,2018-07-20 11:49:00,1.4328e-05,-4.176e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_2,64.85983,-163.70351,561455,7193463,2018-07-19,13:49,slope,Opq,1.17,-0.258,Pic,2018-07-19 13:49:00,1.404e-05,-3.096e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_20,64.85937,-163.69061,562067,7193424,2018-07-20,11:34,lowland,Opq,2.519,-0.02,Pic,2018-07-20 11:34:00,3.0228e-05,-2.4e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_3,64.86009,-163.69769,561730,7193497,2018-07-19,14:14,lowland,Opq,1.327,26.992,Pic,2018-07-19 14:14:00,1.5924e-05,3.23904e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_4,64.85978,-163.69829,561702,7193462,2018-07-19,14:51,upland,Opq,4.866,475.774,Pic,2018-07-19 14:51:00,5.8392e-05,5.709288e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_5,64.85936,-163.70338,561462,7193410,2018-07-19,14:29,slope,Opq,1.379,-0.461,Pic,2018-07-19 14:29:00,1.6548e-05,-5.532e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_6,64.85941,-163.70335,561464,7193416,2018-07-19,15:26,lowland,Opq,0.54,-0.194,Pic,2018-07-19 15:26:00,6.48e-06,-2.328e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_9,64.85976,-163.70061,561593,7193458,2018-07-19,15:43,upland,Opq,0.468,0.203,Pic,2018-07-19 15:43:00,5.616e-06,2.436e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN_MM71,CN_MM71_EC,EC,EC_1,64.86172,-163.70102,561569,7193676,2018-07-18,16:44,upland,Opq,1.034,0.536,Pic,2018-07-18 16:44:00,1.2408e-05,6.432e-09,N,0,NA,NA,NA,11.2,NA,NA,NA
CN_MM71,CN_MM71_EC,EC,EC_2,64.86169,-163.7012,561560,7193672,2018-07-18,16:26,upland,Opq,2.044,0.875,Pic,2018-07-18 16:26:00,2.4528e-05,1.05e-08,N,0,NA,NA,NA,11.2,NA,NA,NA
CN_MM71,CN_MM71_EC,EC,EC_3,64.86176,-163.70117,561561,7193680,2018-07-18,16:52,lowland,Opq,1.14,19.393,Pic,2018-07-18 16:52:00,1.368e-05,2.32716e-07,N,0,NA,NA,NA,11.2,NA,NA,NA
CN_MM71,CN_MM71_EC,EC,EC_4,64.86176,-163.70157,561543,7193679,2018-07-18,17:23,lowland,Opq,1.226,174.598,Pic,2018-07-18 17:23:00,1.4712e-05,2.095176e-06,N,0,8.6,NA,7.3,11.2,80,NA,NA
CN_MM71,CN_MM71_EC,EC,EC_5,64.86208,-163.7016,561540,7193715,2018-07-18,17:15,upland,Opq,0.654,0.414,Pic,2018-07-18 17:15:00,7.848e-06,4.968e-09,N,0,4.9,NA,3.2,11.2,54,NA,NA
CN_MM71,CN_MM71_EC,EC,EC_6,64.86201,-163.70172,561535,7193707,2018-07-18,17:06,upland,Opq,0.691,0.741,Pic,2018-07-18 17:06:00,8.292e-06,8.892e-09,N,0,7.7,NA,2.8,11.2,43,NA,NA
CN_MM71,CN_MM71_EC,EC,EC_7,64.86172,-163.70218,561514,7193674,2018-07-18,17:35,upland,Opq,0.838,3.009,Pic,2018-07-18 17:35:00,1.0056e-05,3.6108e-08,N,0,6.5,NA,4,11.2,63,NA,NA
CN_MM71,CN_MM71_EC,EC,EC_8,64.86195,-163.70198,561523,7193700,2018-07-18,17:44,upland,Opq,0.537,21.572,Pic,2018-07-18 17:44:00,6.444e-06,2.58864e-07,Y,4,6.4,NA,4.7,11.2,57,NA,NA
CN_MM71,CN_MM71_EC,EC,EC_9,64.861537,-163.702015,561522,7193654,2018-07-18,17:54,lowland,Opq,1.766,53.796,Pic,2018-07-18 17:54:00,2.1192e-05,6.45552e-07,N,0,7.8,NA,6.1,11.2,79,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_1,64.85995,-163.70358,561451,7193476,2019-06-20,12:50,upland,Trns,-0.764,-0.061,Pic,2019-06-20 12:50:00,-9.168e-06,-7.32e-10,N,0,10.9,7.1,NA,18.4,24,10.8,6.3
CN_MM71,CN_MM71_BGC,BGC,BGC_10,64.85963,-163.69995,561624,7193444,2019-06-20,13:44,upland,Trns,-0.481,-0.676,Pic,2019-06-20 13:44:00,-5.772e-06,-8.112e-09,N,0,12.1,5.6,NA,18.8,25,55.5,35.3
CN_MM71,CN_MM71_BGC,BGC,BGC_11,64.85941,-163.70348,561457,7193416,2019-06-20,13:56,slope,Trns,0.24,1050.337,Pic,2019-06-20 13:56:00,2.88e-06,1.2604044e-05,Y,8.5,14.1,11.1,NA,18.8,118,80.9,60.5
CN_MM71,CN_MM71_BGC,BGC,BGC_12,64.85974,-163.69836,561699,7193458,2019-06-20,14:19,lowland,Trns,-2.025,13.247,Pic,2019-06-20 14:19:00,-2.43e-05,1.58964e-07,N,0,15.1,9.6,NA,19.2,91,61.3,39
CN_MM71,CN_MM71_BGC,BGC,BGC_14,64.86012,-163.69757,561736,7193501,2019-06-20,14:43,upland,Trns,-0.71,-0.875,Pic,2019-06-20 14:43:00,-8.52e-06,-1.05e-08,N,0,9.4,4.1,NA,19.2,29,27.9,15.5
CN_MM71,CN_MM71_BGC,BGC,BGC_15,64.85999,-163.69698,561764,7193487,2019-06-20,14:53,upland,Trns,-0.65,623.367,Pic,2019-06-20 14:53:00,-7.8e-06,7.480404e-06,N,0,11.1,5.3,NA,19.1,64,51.8,33.2
CN_MM71,CN_MM71_BGC,BGC,BGC_16,64.85915,-163.69208,561998,7193398,2019-06-20,18:38,slope,Trns,-1.669,0.183,Pic,2019-06-20 18:38:00,-2.0028e-05,2.196e-09,N,0,15.5,10,NA,17.7,21,12.7,7
CN_MM71,CN_MM71_BGC,BGC,BGC_17,64.85904,-163.69142,562030,7193386,2019-06-20,18:19,lowland,Trns,-1.1,1.252,Pic,2019-06-20 18:19:00,-1.32e-05,1.5024e-08,N,0,10.3,5.1,NA,17.7,21,19.7,9.9
CN_MM71,CN_MM71_BGC,BGC,BGC_18,64.85911,-163.69101,562049,7193395,2019-06-20,18:15,upland,Trns,0.631,0.295,Pic,2019-06-20 18:15:00,7.572e-06,3.54e-09,N,0,10.7,3.1,NA,17.7,19,3.5,3.3
CN_MM71,CN_MM71_BGC,BGC,BGC_19,64.85921,-163.69075,562061,7193406,2019-06-20,17:58,slope,Trns,1.283,1.598,Pic,2019-06-20 17:58:00,1.5396e-05,1.9176e-08,N,0,11.2,8.2,NA,18.4,19,50.4,32.5
CN_MM71,CN_MM71_BGC,BGC,BGC_2,64.85983,-163.70351,561455,7193463,2019-06-20,12:57,slope,Trns,-1.115,0.022,Pic,2019-06-20 12:57:00,-1.338e-05,2.64e-10,N,0,9.5,3.1,NA,18.4,25,29.4,16.9
CN_MM71,CN_MM71_BGC,BGC,BGC_20,64.85937,-163.69061,562067,7193424,2019-06-20,17:50,lowland,Trns,-2.809,248.618,Pic,2019-06-20 17:50:00,-3.3708e-05,2.983416e-06,Y,0.5,13.6,11.3,NA,18.4,95,52.3,33.3
CN_MM71,CN_MM71_BGC,BGC,BGC_3,64.86009,-163.69769,561730,7193497,2019-06-20,13:03,lowland,Trns,-0.385,53.751,Pic,2019-06-20 13:03:00,-4.62e-06,6.45012e-07,N,0,8.8,6.8,NA,18.4,99,68,45.4
