site,area,plot_type,plot_ID,latitude,longitude,easting,northing,measurement_date,time,landscape_position,chamber_type,flux_CO2,flux_CH4,instrument,date,FCO2,FCH4,inundated,standing_water_depth,soil_temp_10_cm,soil_temp_15_cm,soil_temp_20_cm,air_temp,thawdepth,VWC,Ka
CN_MM71,CN_MM71_BGC,BGC,BGC_19,64.85921,-163.69075,562061,7193406,2017-06-19,12:20,slope,Trns,0.5,1.1,LGR,2017-06-19 12:20:00,6e-06,1.32e-08,N,0,3,NA,0.1,10.8,22,2.9,3
CN_MM71,CN_MM71_BGC,BGC,BGC_19,64.85921,-163.69075,562061,7193406,2017-06-19,12:20,slope,Opq,2.828,-0.051,LGR,2017-06-19 12:20:00,3.3936e-05,-6.12e-10,N,0,3,NA,0.1,10.8,22,2.9,3
CN_MM71,CN_MM71_BGC,BGC,BGC_2,64.85983,-163.70351,561455,7193463,2017-06-19,14:48,slope,Trns,0.064,-0.167,LGR,2017-06-19 14:48:00,7.68e-07,-2.004e-09,N,0,5.5,NA,0.4,12.4,20,32.6,19.4
CN_MM71,CN_MM71_BGC,BGC,BGC_20,64.85937,-163.69061,562067,7193424,2017-06-19,12:43,lowland,Trns,-0.688,12.918,LGR,2017-06-19 12:43:00,-8.256e-06,1.55016e-07,N,0,2.8,NA,0.3,12.5,25,45,28
CN_MM71,CN_MM71_BGC,BGC,BGC_20,64.85937,-163.69061,562067,7193424,2017-06-19,12:43,lowland,Opq,1.931,10.648,LGR,2017-06-19 12:43:00,2.3172e-05,1.27776e-07,N,0,2.8,NA,0.3,12.5,25,45,28
CN_MM71,CN_MM71_BGC,BGC,BGC_3,64.86009,-163.69769,561730,7193497,2017-06-19,15:03,lowland,Trns,-0.376,9.283,LGR,2017-06-19 15:03:00,-4.512e-06,1.11396e-07,N,0,4.4,NA,1.8,12.4,28,64.3,41.7
CN_MM71,CN_MM71_BGC,BGC,BGC_3,64.86009,-163.69769,561730,7193497,2017-06-19,15:03,lowland,Opq,1.572,8.968,LGR,2017-06-19 15:03:00,1.8864e-05,1.07616e-07,N,0,4.4,NA,1.8,12.4,28,64.3,41.7
CN_MM71,CN_MM71_BGC,BGC,BGC_4,64.85978,-163.69829,561702,7193462,2017-06-19,15:21,upland,Trns,-1.107,6.633,LGR,2017-06-19 15:21:00,-1.3284e-05,7.9596e-08,N,0,4.1,NA,1.6,12.9,28,42.4,27.1
CN_MM71,CN_MM71_BGC,BGC,BGC_4,64.85978,-163.69829,561702,7193462,2017-06-19,15:21,upland,Opq,2.685,13.979,LGR,2017-06-19 15:21:00,3.222e-05,1.67748e-07,N,0,4.1,NA,1.6,12.9,28,42.4,27.1
CN_MM71,CN_MM71_BGC,BGC,BGC_5,64.85936,-163.70338,561462,7193410,2017-06-19,15:43,slope,Opq,1.443,-0.178,LGR,2017-06-19 15:43:00,1.7316e-05,-2.136e-09,N,0,5.8,NA,1,12.9,29,9.6,5.8
CN_MM71,CN_MM71_BGC,BGC,BGC_5,64.85936,-163.70338,561462,7193410,2017-06-19,15:43,slope,Trns,0.298,-0.523,LGR,2017-06-19 15:43:00,3.576e-06,-6.276e-09,N,0,5.8,NA,1,12.9,29,9.6,5.8
CN_MM71,CN_MM71_BGC,BGC,BGC_6,64.85941,-163.70335,561464,7193416,2017-06-19,16:00,lowland,Trns,0.188,-0.173,LGR,2017-06-19 16:00:00,2.256e-06,-2.076e-09,N,0,3.7,NA,1.3,12.9,31,33.3,19.8
CN_MM71,CN_MM71_BGC,BGC,BGC_6,64.85941,-163.70335,561464,7193416,2017-06-19,16:00,lowland,Opq,0.805,-0.106,LGR,2017-06-19 16:00:00,9.66e-06,-1.272e-09,N,0,3.7,NA,1.3,12.9,31,33.3,19.8
CN_MM71,CN_MM71_BGC,BGC,BGC_9,64.85976,-163.70061,561593,7193458,2017-06-19,16:26,upland,Trns,-1.67,-0.216,LGR,2017-06-19 16:26:00,-2.004e-05,-2.592e-09,N,0,6.4,NA,0.3,14.3,26,2.9,3.1
CN_MM71,CN_MM71_BGC,BGC,BGC_12,64.85974,-163.69836,561699,7193458,2017-06-21,12:09,lowland,Trns,-0.714,2.982,LGR,2017-06-21 12:09:00,-8.568e-06,3.5784e-08,N,0,4.2,NA,1.2,13.1,25,46,28.8
CN_MM71,CN_MM71_BGC,BGC,BGC_12,64.85974,-163.69836,561699,7193458,2017-06-21,12:09,lowland,Opq,1.042,2.843,LGR,2017-06-21 12:09:00,1.2504e-05,3.4116e-08,N,0,4.2,NA,1.2,13.1,25,46,28.8
CN_MM71,CN_MM71_BGC,BGC,BGC_9,64.85976,-163.70061,561593,7193458,2017-06-21,12:34,upland,Trns,-1.831,0.061,LGR,2017-06-21 12:34:00,-2.1972e-05,7.32e-10,N,0,4,NA,0.2,11.9,28,2.9,3.1
CN_MM71,CN_MM71_BGC,BGC,BGC_9,64.85976,-163.70061,561593,7193458,2017-06-21,12:34,upland,Opq,1.317,0.069,LGR,2017-06-21 12:34:00,1.5804e-05,8.28e-10,N,0,4,NA,0.2,11.9,28,2.9,3.1
CN_MM71,CN_MM71_MW,MW,MW_C,64.860663,-163.700755,561584,7193558,2017-06-21,14:19,upland,Trns,-5.42,0.404,LGR,2017-06-21 14:19:00,-6.504e-05,4.848e-09,N,0,7.2,NA,1.1,15.3,22,31.7,18.7
CN_MM71,CN_MM71_MW,MW,MW_C,64.860663,-163.700755,561584,7193558,2017-06-21,14:19,upland,Opq,1.243,0.159,LGR,2017-06-21 14:19:00,1.4916e-05,1.908e-09,N,0,7.2,NA,1.1,15.3,22,31.7,18.7
CN_MM71,CN_MM71_MW,MW,MW_D,64.860695,-163.700762,561583,7193562,2017-06-21,14:26,upland,Trns,-1.754,-0.111,LGR,2017-06-21 14:26:00,-2.1048e-05,-1.332e-09,N,0,5.1,NA,0.2,13,25,3.3,3.2
CN_MM71,CN_MM71_MW,MW,MW_D,64.860695,-163.700762,561583,7193562,2017-06-21,14:26,upland,Opq,1.025,-0.093,LGR,2017-06-21 14:26:00,1.23e-05,-1.116e-09,N,0,5.1,NA,0.2,13,25,3.3,3.2
CN_MM71,CN_MM71_MW,MW,MW_E,64.860823,-163.700318,561604,7193576,2017-06-21,15:51,lowland,Opq,1.084,78.909,LGR,2017-06-21 15:51:00,1.3008e-05,9.46908e-07,Y,2,5.6,NA,2.5,14.8,35,66.3,43.8
CN_MM71,CN_MM71_MW,MW,MW_E,64.860823,-163.700318,561604,7193576,2017-06-21,15:51,lowland,Trns,-1.26,100.02,LGR,2017-06-21 15:51:00,-1.512e-05,1.20024e-06,Y,2,5.6,NA,2.5,14.8,35,66.3,43.8
CN_MM71,CN_MM71_MW,MW,MW_F,64.860792,-163.701118,561566,7193572,2017-06-21,13:40,upland,Opq,0.975,0.159,LGR,2017-06-21 13:40:00,1.17e-05,1.908e-09,N,0,8.1,NA,2.4,12.7,18,7.4,4.9
CN_MM71,CN_MM71_MW,MW,MW_F,64.860792,-163.701118,561566,7193572,2017-06-21,13:40,upland,Trns,-1.104,0.085,LGR,2017-06-21 13:40:00,-1.3248e-05,1.02e-09,N,0,8.1,NA,2.4,12.7,18,7.4,4.9
CN_MM71,CN_MM71_MW,MW,MW_G,64.860792,-163.701112,561566,7193572,2017-06-21,13:45,upland,Opq,0.886,0.121,LGR,2017-06-21 13:45:00,1.0632e-05,1.452e-09,N,0,3.8,NA,0.3,12.4,21,24.8,12.7
CN_MM71,CN_MM71_MW,MW,MW_G,64.860792,-163.701112,561566,7193572,2017-06-21,13:45,upland,Trns,-1.07,0.277,LGR,2017-06-21 13:45:00,-1.284e-05,3.324e-09,N,0,3.8,NA,0.3,12.4,21,24.8,12.7
CN_MM71,CN_MM71_MW,MW,MW_H,64.860918,-163.69998,561620,7193587,2017-06-21,17:38,lowland,Opq,1.361,34.659,LGR,2017-06-21 17:38:00,1.6332e-05,4.15908e-07,Y,1,5.3,NA,2.2,12.7,36,64.7,42.3
CN_MM71,CN_MM71_MW,MW,MW_I,64.86036,-163.700287,561607,7193525,2017-06-21,15:17,upland,Trns,-2.061,2.272,LGR,2017-06-21 15:17:00,-2.4732e-05,2.7264e-08,N,0,5.2,NA,0.4,16.2,23,47.7,30.4
CN_MM71,CN_MM71_MW,MW,MW_I,64.86036,-163.700287,561607,7193525,2017-06-21,15:17,upland,Opq,1.319,4.963,LGR,2017-06-21 15:17:00,1.5828e-05,5.9556e-08,N,0,5.2,NA,0.4,16.2,23,47.7,30.4
CN_MM71,CN_MM71_MW,MW,MW_J,64.860387,-163.700453,561599,7193528,2017-06-21,15:00,upland,Opq,1.071,1.427,LGR,2017-06-21 15:00:00,1.2852e-05,1.7124e-08,N,0,4,NA,0,15.1,22,12.5,6.9
CN_MM71,CN_MM71_MW,MW,MW_J,64.860387,-163.700453,561599,7193528,2017-06-21,15:00,upland,Trns,-1.389,1.415,LGR,2017-06-21 15:00:00,-1.6668e-05,1.698e-08,N,0,4,NA,0,15.1,22,12.5,6.9
CN_MM71,CN_MM71_EC,EC,EC_1,64.86172,-163.70102,561569,7193676,2017-06-22,12:37,upland,Opq,0.42,0.07,LGR,2017-06-22 12:37:00,5.04e-06,8.4e-10,N,0,7.4,NA,2.9,13.1,25,20.2,10.1
CN_MM71,CN_MM71_EC,EC,EC_1,64.86172,-163.70102,561569,7193676,2017-06-22,12:37,upland,Trns,-0.295,0.12,LGR,2017-06-22 12:37:00,-3.54e-06,1.44e-09,N,0,7.4,NA,2.9,13.1,25,20.2,10.1
CN_MM71,CN_MM71_EC,EC,EC_2,64.86169,-163.7012,561560,7193672,2017-06-22,12:44,upland,Opq,0.958,0.088,LGR,2017-06-22 12:44:00,1.1496e-05,1.056e-09,N,0,6.3,NA,1.3,11.9,25,9.4,5.8
CN_MM71,CN_MM71_EC,EC,EC_2,64.86169,-163.7012,561560,7193672,2017-06-22,12:44,upland,Trns,-3.617,0.066,LGR,2017-06-22 12:44:00,-4.3404e-05,7.92e-10,N,0,6.3,NA,1.3,11.9,25,9.4,5.8
CN_MM71,CN_MM71_EC,EC,EC_3,64.86176,-163.70117,561561,7193680,2017-06-22,12:49,lowland,Trns,0.055,6.758,LGR,2017-06-22 12:49:00,6.6e-07,8.1096e-08,N,0,3.7,NA,1.1,11.3,40,37.3,23.4
CN_MM71,CN_MM71_EC,EC,EC_3,64.86176,-163.70117,561561,7193680,2017-06-22,12:49,lowland,Opq,0.478,4.669,LGR,2017-06-22 12:49:00,5.736e-06,5.6028e-08,N,0,3.7,NA,1.1,11.3,40,37.3,23.4
CN_MM71,CN_MM71_EC,EC,EC_4,64.86176,-163.70157,561543,7193679,2017-06-22,13:29,lowland,Trns,-0.877,7.964,LGR,2017-06-22 13:29:00,-1.0524e-05,9.5568e-08,N,0,5.4,NA,3.2,12.8,38,66.9,44.4
CN_MM71,CN_MM71_EC,EC,EC_4,64.86176,-163.70157,561543,7193679,2017-06-22,13:29,lowland,Opq,1.697,7.512,LGR,2017-06-22 13:29:00,2.0364e-05,9.0144e-08,N,0,5.4,NA,3.2,12.8,38,66.9,44.4
CN_MM71,CN_MM71_EC,EC,EC_5,64.86208,-163.7016,561540,7193715,2017-06-22,13:36,upland,Opq,0.823,0.115,LGR,2017-06-22 13:36:00,9.876e-06,1.38e-09,N,0,2.5,NA,0.5,12.8,23,31.9,18.9
CN_MM71,CN_MM71_EC,EC,EC_5,64.86208,-163.7016,561540,7193715,2017-06-22,13:36,upland,Trns,0.122,0.105,LGR,2017-06-22 13:36:00,1.464e-06,1.26e-09,N,0,2.5,NA,0.5,12.8,23,31.9,18.9
CN_MM71,CN_MM71_EC,EC,EC_6,64.86201,-163.70172,561535,7193707,2017-06-22,13:43,upland,Opq,1.052,0.458,LGR,2017-06-22 13:43:00,1.2624e-05,5.496e-09,N,0,5.1,NA,0.4,11.9,26,21,10.6
CN_MM71,CN_MM71_EC,EC,EC_7,64.86172,-163.70218,561514,7193674,2017-06-22,14:26,upland,Opq,0.878,2.311,LGR,2017-06-22 14:26:00,1.0536e-05,2.7732e-08,N,0,4.1,NA,0.8,12.5,27,47.3,30
CN_MM71,CN_MM71_EC,EC,EC_7,64.86172,-163.70218,561514,7193674,2017-06-22,14:26,upland,Trns,-1.396,1.048,LGR,2017-06-22 14:26:00,-1.6752e-05,1.2576e-08,N,0,4.1,NA,0.8,12.5,27,47.3,30
CN_MM71,CN_MM71_EC,EC,EC_8,64.86195,-163.70198,561523,7193700,2017-06-22,14:31,upland,Trns,-0.953,9.347,LGR,2017-06-22 14:31:00,-1.1436e-05,1.12164e-07,N,0,3.4,NA,1.3,13,28,48.5,31.1
CN_MM71,CN_MM71_EC,EC,EC_8,64.86195,-163.70198,561523,7193700,2017-06-22,14:31,upland,Opq,0.479,8.363,LGR,2017-06-22 14:31:00,5.748e-06,1.00356e-07,N,0,3.4,NA,1.3,13,28,48.5,31.1
CN_MM71,CN_MM71_EC,EC,EC_9,64.861537,-163.702015,561522,7193654,2017-06-22,14:37,lowland,Opq,1.561,47.634,LGR,2017-06-22 14:37:00,1.8732e-05,5.71608e-07,N,0,2.5,NA,0.7,11.1,36,35.4,21.6
CN_MM71,CN_MM71_EC,EC,EC_9,64.861537,-163.702015,561522,7193654,2017-06-22,14:37,lowland,Trns,-1.276,39.193,LGR,2017-06-22 14:37:00,-1.5312e-05,4.70316e-07,N,0,2.5,NA,0.7,11.1,36,35.4,21.6
CN_MM71,CN_MM71_BGC,BGC,BGC_10,64.85963,-163.69995,561624,7193444,2017-07-12,15:56,upland,Opq,2.259,-1.495,LGR,2017-07-12 15:56:00,2.7108e-05,-1.794e-08,N,0,7.4,NA,2.1,25.9,32,17.1,8.8
CN_MM71,CN_MM71_BGC,BGC,BGC_10,64.85963,-163.69995,561624,7193444,2017-07-12,15:56,upland,Trns,-2.151,-20.509,LGR,2017-07-12 15:56:00,-2.5812e-05,-2.46108e-07,N,0,7.4,NA,2.1,25.9,32,17.1,8.8
CN_MM71,CN_MM71_BGC,BGC,BGC_11,64.85941,-163.70348,561457,7193416,2017-07-12,15:37,slope,Trns,3.659,190.305,LGR,2017-07-12 15:37:00,4.3908e-05,2.28366e-06,Y,3,8.8,NA,5.3,25.2,42,59.2,37.3
CN_MM71,CN_MM71_BGC,BGC,BGC_11,64.85941,-163.70348,561457,7193416,2017-07-12,15:37,slope,Opq,2.28,150.167,LGR,2017-07-12 15:37:00,2.736e-05,1.802004e-06,Y,3,8.8,NA,5.3,25.2,42,59.2,37.3
CN_MM71,CN_MM71_BGC,BGC,BGC_12,64.85974,-163.69836,561699,7193458,2017-07-12,15:15,lowland,Opq,2.657,0.646,LGR,2017-07-12 15:15:00,3.1884e-05,7.752e-09,N,0,6.4,NA,3.5,25.2,47,37.8,23.9
CN_MM71,CN_MM71_BGC,BGC,BGC_12,64.85974,-163.69836,561699,7193458,2017-07-12,15:15,lowland,Trns,0.71,1.134,LGR,2017-07-12 15:15:00,8.52e-06,1.3608e-08,N,0,6.4,NA,3.5,25.2,47,37.8,23.9
CN_MM71,CN_MM71_BGC,BGC,BGC_13,64.8597,-163.70341,561460,7193448,2017-07-12,14:55,upland,Trns,0.793,160.947,LGR,2017-07-12 14:55:00,9.516e-06,1.931364e-06,Y,5,9.8,NA,6.7,25,43,65.2,42.8
CN_MM71,CN_MM71_BGC,BGC,BGC_13,64.8597,-163.70341,561460,7193448,2017-07-12,14:55,upland,Opq,2.362,147.332,LGR,2017-07-12 14:55:00,2.8344e-05,1.767984e-06,Y,5,9.8,NA,6.7,25,43,65.2,42.8
CN_MM71,CN_MM71_BGC,BGC,BGC_14,64.86012,-163.69757,561736,7193501,2017-07-12,14:31,upland,Trns,1.413,-0.414,LGR,2017-07-12 14:31:00,1.6956e-05,-4.968e-09,N,0,11.2,NA,5.7,24.7,33,25.4,13.2
CN_MM71,CN_MM71_BGC,BGC,BGC_14,64.86012,-163.69757,561736,7193501,2017-07-12,14:31,upland,Opq,2.415,0.17,LGR,2017-07-12 14:31:00,2.898e-05,2.04e-09,N,0,11.2,NA,5.7,24.7,33,25.4,13.2
CN_MM71,CN_MM71_BGC,BGC,BGC_15,64.85999,-163.69698,561764,7193487,2017-07-12,14:07,upland,Opq,2.826,0.226,LGR,2017-07-12 14:07:00,3.3912e-05,2.712e-09,N,0,8.1,NA,3,23.7,33,12.5,7
CN_MM71,CN_MM71_BGC,BGC,BGC_15,64.85999,-163.69698,561764,7193487,2017-07-12,14:07,upland,Trns,0.832,0.563,LGR,2017-07-12 14:07:00,9.984e-06,6.756e-09,N,0,8.1,NA,3,23.7,33,12.5,7
CN_MM71,CN_MM71_BGC,BGC,BGC_6,64.85941,-163.70335,561464,7193416,2017-07-12,16:39,lowland,Trns,0.67,-0.806,LGR,2017-07-12 16:39:00,8.04e-06,-9.672e-09,N,0,7.9,NA,2.8,27.1,33,45.5,23.4
CN_MM71,CN_MM71_BGC,BGC,BGC_6,64.85941,-163.70335,561464,7193416,2017-07-12,16:39,lowland,Opq,1.069,-0.221,LGR,2017-07-12 16:39:00,1.2828e-05,-2.652e-09,N,0,7.9,NA,2.8,27.1,33,45.5,23.4
CN_MM71,CN_MM71_BGC,BGC,BGC_9,64.85976,-163.70061,561593,7193458,2017-07-12,16:13,upland,Opq,2.16,-0.117,LGR,2017-07-12 16:13:00,2.592e-05,-1.404e-09,N,0,16.4,NA,7.1,26.2,32,0,0.9
CN_MM71,CN_MM71_BGC,BGC,BGC_9,64.85976,-163.70061,561593,7193458,2017-07-12,16:13,upland,Trns,1.41,-0.175,LGR,2017-07-12 16:13:00,1.692e-05,-2.1e-09,N,0,16.4,NA,7.1,26.2,32,0,0.9
CN_MM71,CN_MM71_BGC,BGC,BGC_16,64.85915,-163.69208,561998,7193398,2017-07-13,15:58,slope,Trns,0.411,0.12,LGR,2017-07-13 15:58:00,4.932e-06,1.44e-09,N,0,12.1,NA,3.8,24,25,19.1,9.6
CN_MM71,CN_MM71_BGC,BGC,BGC_16,64.85915,-163.69208,561998,7193398,2017-07-13,15:58,slope,Opq,2.083,-0.387,LGR,2017-07-13 15:58:00,2.4996e-05,-4.644e-09,N,0,12.1,NA,3.8,24,25,19.1,9.6
CN_MM71,CN_MM71_BGC,BGC,BGC_17,64.85904,-163.69142,562030,7193386,2017-07-13,15:31,lowland,Trns,0.711,-0.644,LGR,2017-07-13 15:31:00,8.532e-06,-7.728e-09,N,0,8.2,NA,1.8,24,28,36.2,22.4
CN_MM71,CN_MM71_BGC,BGC,BGC_17,64.85904,-163.69142,562030,7193386,2017-07-13,15:31,lowland,Opq,1.72,-0.677,LGR,2017-07-13 15:31:00,2.064e-05,-8.124e-09,N,0,8.2,NA,1.8,24,28,36.2,22.4
CN_MM71,CN_MM71_BGC,BGC,BGC_18,64.85911,-163.69101,562049,7193395,2017-07-13,14:49,upland,Trns,1.639,-0.219,LGR,2017-07-13 14:49:00,1.9668e-05,-2.628e-09,N,0,8,NA,1.1,24,28,72.6,50.4
CN_MM71,CN_MM71_BGC,BGC,BGC_18,64.85911,-163.69101,562049,7193395,2017-07-13,14:49,upland,Opq,2.358,-0.546,LGR,2017-07-13 14:49:00,2.8296e-05,-6.552e-09,N,0,8,NA,1.1,24,28,72.6,50.4
CN_MM71,CN_MM71_BGC,BGC,BGC_19,64.85921,-163.69075,562061,7193406,2017-07-13,14:31,slope,Opq,2.194,0.145,LGR,2017-07-13 14:31:00,2.6328e-05,1.74e-09,N,0,5.3,NA,2.2,24,29,29.9,17.3
CN_MM71,CN_MM71_BGC,BGC,BGC_20,64.85937,-163.69061,562067,7193424,2017-07-13,14:10,lowland,Trns,-1.866,66.793,LGR,2017-07-13 14:10:00,-2.2392e-05,8.01516e-07,N,0,8.8,NA,4.3,24,35,63.2,40.8
CN_MM71,CN_MM71_BGC,BGC,BGC_20,64.85937,-163.69061,562067,7193424,2017-07-13,14:10,lowland,Opq,4.628,58.953,LGR,2017-07-13 14:10:00,5.5536e-05,7.07436e-07,N,0,8.8,NA,4.3,24,35,63.2,40.8
CN_MM71,CN_MM71_EC,EC,EC_1,64.86172,-163.70102,561569,7193676,2017-07-14,18:25,upland,Opq,1.759,0.259,LGR,2017-07-14 18:25:00,2.1108e-05,3.108e-09,N,0,16.3,NA,4.7,26.3,35,20.8,10.5
CN_MM71,CN_MM71_EC,EC,EC_1,64.86172,-163.70102,561569,7193676,2017-07-14,18:25,upland,Trns,0.662,-0.133,LGR,2017-07-14 18:25:00,7.944e-06,-1.596e-09,N,0,16.3,NA,4.7,26.3,35,20.8,10.5
CN_MM71,CN_MM71_EC,EC,EC_2,64.86169,-163.7012,561560,7193672,2017-07-14,18:08,upland,Opq,1.664,-0.242,LGR,2017-07-14 18:08:00,1.9968e-05,-2.904e-09,N,0,12.9,NA,3.8,26.6,35,11.3,6.5
CN_MM71,CN_MM71_EC,EC,EC_2,64.86169,-163.7012,561560,7193672,2017-07-14,18:08,upland,Trns,-0.746,-0.497,LGR,2017-07-14 18:08:00,-8.952e-06,-5.964e-09,N,0,12.9,NA,3.8,26.6,35,11.3,6.5
CN_MM71,CN_MM71_EC,EC,EC_3,64.86176,-163.70117,561561,7193680,2017-07-14,18:08,lowland,Opq,1.442,18.21,LGR,2017-07-14 18:08:00,1.7304e-05,2.1852e-07,N,0,12.8,NA,4.8,26.6,61,38.1,24.3
CN_MM71,CN_MM71_EC,EC,EC_3,64.86176,-163.70117,561561,7193680,2017-07-14,18:16,lowland,Trns,0.336,15.458,LGR,2017-07-14 18:16:00,4.032e-06,1.85496e-07,N,0,12.8,NA,4.8,26.6,61,38.1,24.3
CN_MM71,CN_MM71_MW,MW,MW_C,64.860663,-163.700755,561584,7193558,2017-07-14,15:39,upland,Opq,2.03,-1.686,LGR,2017-07-14 15:39:00,2.436e-05,-2.0232e-08,N,0,13.6,NA,3.3,25.1,32,15.3,8
CN_MM71,CN_MM71_MW,MW,MW_C,64.860663,-163.700755,561584,7193558,2017-07-14,15:39,upland,Trns,-0.837,-1.049,LGR,2017-07-14 15:39:00,-1.0044e-05,-1.2588e-08,N,0,13.6,NA,3.3,25.1,32,15.3,8
CN_MM71,CN_MM71_MW,MW,MW_D,64.860695,-163.700762,561583,7193562,2017-07-14,15:47,upland,Opq,2.567,-0.37,LGR,2017-07-14 15:47:00,3.0804e-05,-4.44e-09,N,0,12.3,NA,3.1,25.1,38,0,1.7
CN_MM71,CN_MM71_MW,MW,MW_D,64.860695,-163.700762,561583,7193562,2017-07-14,15:47,upland,Trns,-0.639,-1.359,LGR,2017-07-14 15:47:00,-7.668e-06,-1.6308e-08,N,0,12.3,NA,3.1,25.1,38,0,1.7
CN_MM71,CN_MM71_MW,MW,MW_E,64.860823,-163.700318,561604,7193576,2017-07-14,16:58,lowland,Opq,1.987,97.251,LGR,2017-07-14 16:58:00,2.3844e-05,1.167012e-06,Y,4,13.8,NA,8.5,26.1,45,63,40.6
CN_MM71,CN_MM71_MW,MW,MW_E,64.860823,-163.700318,561604,7193576,2017-07-14,16:58,lowland,Trns,-0.449,129.57,LGR,2017-07-14 16:58:00,-5.388e-06,1.55484e-06,Y,4,13.8,NA,8.5,26.1,45,63,40.6
CN_MM71,CN_MM71_MW,MW,MW_F,64.860792,-163.701118,561566,7193572,2017-07-14,16:22,upland,Opq,3.736,0.628,LGR,2017-07-14 16:22:00,4.4832e-05,7.536e-09,N,0,13.2,NA,3.7,25.7,30,11.4,6.5
CN_MM71,CN_MM71_MW,MW,MW_F,64.860792,-163.701118,561566,7193572,2017-07-14,16:22,upland,Trns,0.894,0.56,LGR,2017-07-14 16:22:00,1.0728e-05,6.72e-09,N,0,13.2,NA,3.7,25.7,30,11.4,6.5
CN_MM71,CN_MM71_MW,MW,MW_G,64.860792,-163.701112,561566,7193572,2017-07-14,16:19,upland,Opq,1.21,0.048,LGR,2017-07-14 16:19:00,1.452e-05,5.76e-10,N,0,13.5,NA,3.6,25.7,36,29.6,17.1
CN_MM71,CN_MM71_MW,MW,MW_G,64.860792,-163.701112,561566,7193572,2017-07-14,16:19,upland,Trns,1.164,-0.03,LGR,2017-07-14 16:19:00,1.3968e-05,-3.6e-10,N,0,13.5,NA,3.6,25.7,36,29.6,17.1
CN_MM71,CN_MM71_MW,MW,MW_H,64.860918,-163.69998,561620,7193587,2017-07-14,17:26,lowland,Opq,3.497,183.179,LGR,2017-07-14 17:26:00,4.1964e-05,2.198148e-06,Y,3,12.5,NA,8.2,26.2,47,65.4,42.9
CN_MM71,CN_MM71_MW,MW,MW_H,64.860918,-163.69998,561620,7193587,2017-07-14,17:26,lowland,Trns,-0.499,179.722,LGR,2017-07-14 17:26:00,-5.988e-06,2.156664e-06,Y,3,12.5,NA,8.2,26.2,47,65.4,42.9
CN_MM71,CN_MM71_MW,MW,MW_I,64.86036,-163.700287,561607,7193525,2017-07-14,15:06,upland,Opq,1.727,4.046,LGR,2017-07-14 15:06:00,2.0724e-05,4.8552e-08,N,0,9.5,NA,4.1,25.1,32,26.8,14.5
CN_MM71,CN_MM71_MW,MW,MW_I,64.86036,-163.700287,561607,7193525,2017-07-14,15:06,upland,Trns,0.578,5.238,LGR,2017-07-14 15:06:00,6.936e-06,6.2856e-08,N,0,9.5,NA,4.1,25.1,32,26.8,14.5
CN_MM71,CN_MM71_MW,MW,MW_J,64.860387,-163.700453,561599,7193528,2017-07-14,14:57,upland,Opq,1.338,1.993,LGR,2017-07-14 14:57:00,1.6056e-05,2.3916e-08,N,0,9.4,NA,2.7,25.1,33,22.1,11.2
CN_MM71,CN_MM71_MW,MW,MW_J,64.860387,-163.700453,561599,7193528,2017-07-14,14:57,upland,Trns,-0.298,1.105,LGR,2017-07-14 14:57:00,-3.576e-06,1.326e-08,N,0,9.4,NA,2.7,25.1,33,22.1,11.2
CN_MM71,CN_MM71_EC,EC,EC_1,64.86172,-163.70102,561569,7193676,2017-07-15,17:48,upland,Trns,-1.939,-6.536,LGR,2017-07-15 17:48:00,-2.3268e-05,-7.8432e-08,N,0,10.8,NA,3.2,15.9,36,19.2,9.7
CN_MM71,CN_MM71_EC,EC,EC_1,64.86172,-163.70102,561569,7193676,2017-07-15,17:48,upland,Opq,1.378,0.082,LGR,2017-07-15 17:48:00,1.6536e-05,9.84e-10,N,0,10.8,NA,3.2,15.9,36,19.2,9.7
CN_MM71,CN_MM71_EC,EC,EC_2,64.86169,-163.7012,561560,7193672,2017-07-15,17:41,upland,Opq,1.553,-0.117,LGR,2017-07-15 17:41:00,1.8636e-05,-1.404e-09,N,0,9.1,NA,4.3,15.9,56,46.1,29
CN_MM71,CN_MM71_EC,EC,EC_2,64.86169,-163.7012,561560,7193672,2017-07-15,17:41,upland,Trns,-1.428,-0.069,LGR,2017-07-15 17:41:00,-1.7136e-05,-8.28e-10,N,0,9.1,NA,4.3,15.9,56,46.1,29
CN_MM71,CN_MM71_EC,EC,EC_3,64.86176,-163.70117,561561,7193680,2017-07-15,17:35,lowland,Trns,0.515,16.845,LGR,2017-07-15 17:35:00,6.18e-06,2.0214e-07,Y,1,13.5,NA,4.6,15.9,39,7.1,4.8
CN_MM71,CN_MM71_EC,EC,EC_3,64.86176,-163.70117,561561,7193680,2017-07-15,17:35,lowland,Opq,0.947,12.44,LGR,2017-07-15 17:35:00,1.1364e-05,1.4928e-07,Y,1,13.5,NA,4.6,15.9,39,7.1,4.8
CN_MM71,CN_MM71_EC,EC,EC_4,64.86176,-163.70157,561543,7193679,2017-07-15,18:31,lowland,Opq,1.868,26.739,LGR,2017-07-15 18:31:00,2.2416e-05,3.20868e-07,Y,2,10,NA,6.3,15.9,48,58.2,36.8
CN_MM71,CN_MM71_EC,EC,EC_6,64.86201,-163.70172,561535,7193707,2017-07-15,18:38,upland,Opq,1.432,0.502,LGR,2017-07-15 18:38:00,1.7184e-05,6.024e-09,N,0,10.2,NA,2.5,15.9,30,13.9,7.4
